unit_type,unit_id,unit_name,basin,sub_basin,area_sqkm,state,district,forecast_issue_date,cycle_utc,forecast_issue_time_utc,from_hour,to_hour,interval_label,valid_start_utc,valid_end_utc,valid_date,rain_gfs_mm,bias_factor,rain_gfs_bc_mm,rain_icon_mm,imd_observed_mm,observed_status,error_gfs_raw_mm,abs_error_gfs_raw_mm,pct_error_gfs_raw,updated_at_utc
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,21,24,21-24 h,2026-09-06 21:00:00,2026-09-07 00:00:00,20260907,0.0682,3.0000,0.2045,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,24,27,24-27 h,2026-09-07 00:00:00,2026-09-07 03:00:00,20260907,0.0000,3.0000,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,27,30,27-30 h,2026-09-07 03:00:00,2026-09-07 06:00:00,20260907,0.0000,3.0000,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,30,33,30-33 h,2026-09-07 06:00:00,2026-09-07 09:00:00,20260907,0.2557,3.0000,0.7670,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,33,36,33-36 h,2026-09-07 09:00:00,2026-09-07 12:00:00,20260907,0.3182,3.0000,0.9545,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,36,39,36-39 h,2026-09-07 12:00:00,2026-09-07 15:00:00,20260907,0.0682,3.0000,0.2045,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,39,42,39-42 h,2026-09-07 15:00:00,2026-09-07 18:00:00,20260907,0.0568,3.0000,0.1705,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,42,45,42-45 h,2026-09-07 18:00:00,2026-09-07 21:00:00,20260907,0.0000,3.0000,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Himachal Pradesh||Chamba,Chamba,,,,Himachal Pradesh,Chamba,20260906,00,2026-09-06 00:00:00,45,48,45-48 h,2026-09-07 21:00:00,2026-09-08 00:00:00,20260908,0.0057,3.0000,0.0170,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,0,3,0-3 h,2026-09-06 00:00:00,2026-09-06 03:00:00,20260906,1.7115,0.4321,0.7396,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,3,6,3-6 h,2026-09-06 03:00:00,2026-09-06 06:00:00,20260906,2.0721,0.4321,0.8954,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,6,9,6-9 h,2026-09-06 06:00:00,2026-09-06 09:00:00,20260906,3.1971,0.4321,1.3816,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,9,12,9-12 h,2026-09-06 09:00:00,2026-09-06 12:00:00,20260906,6.1394,0.4321,2.6531,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,12,15,12-15 h,2026-09-06 12:00:00,2026-09-06 15:00:00,20260906,0.0000,0.4321,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,15,18,15-18 h,2026-09-06 15:00:00,2026-09-06 18:00:00,20260906,0.4904,0.4321,0.2119,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,18,21,18-21 h,2026-09-06 18:00:00,2026-09-06 21:00:00,20260906,0.0000,0.4321,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,21,24,21-24 h,2026-09-06 21:00:00,2026-09-07 00:00:00,20260907,0.1923,0.4321,0.0831,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,24,27,24-27 h,2026-09-07 00:00:00,2026-09-07 03:00:00,20260907,0.0000,0.4321,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,27,30,27-30 h,2026-09-07 03:00:00,2026-09-07 06:00:00,20260907,0.5048,0.4321,0.2181,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,30,33,30-33 h,2026-09-07 06:00:00,2026-09-07 09:00:00,20260907,1.1202,0.4321,0.4841,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,33,36,33-36 h,2026-09-07 09:00:00,2026-09-07 12:00:00,20260907,1.0337,0.4321,0.4467,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,36,39,36-39 h,2026-09-07 12:00:00,2026-09-07 15:00:00,20260907,0.0000,0.4321,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,39,42,39-42 h,2026-09-07 15:00:00,2026-09-07 18:00:00,20260907,0.0529,0.4321,0.0229,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,42,45,42-45 h,2026-09-07 18:00:00,2026-09-07 21:00:00,20260907,0.0000,0.4321,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Chamoli,Chamoli,,,,Uttarakhand,Chamoli,20260906,00,2026-09-06 00:00:00,45,48,45-48 h,2026-09-07 21:00:00,2026-09-08 00:00:00,20260908,0.0144,0.4321,0.0062,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,0,3,0-3 h,2026-09-06 00:00:00,2026-09-06 03:00:00,20260906,1.1250,0.3039,0.3418,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,3,6,3-6 h,2026-09-06 03:00:00,2026-09-06 06:00:00,20260906,2.6250,0.3039,0.7976,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,6,9,6-9 h,2026-09-06 06:00:00,2026-09-06 09:00:00,20260906,1.8438,0.3039,0.5602,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,9,12,9-12 h,2026-09-06 09:00:00,2026-09-06 12:00:00,20260906,4.8125,0.3039,1.4623,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,12,15,12-15 h,2026-09-06 12:00:00,2026-09-06 15:00:00,20260906,0.0000,0.3039,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,15,18,15-18 h,2026-09-06 15:00:00,2026-09-06 18:00:00,20260906,0.3750,0.3039,0.1139,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,18,21,18-21 h,2026-09-06 18:00:00,2026-09-06 21:00:00,20260906,1.9062,0.3039,0.5792,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,21,24,21-24 h,2026-09-06 21:00:00,2026-09-07 00:00:00,20260907,1.3125,0.3039,0.3988,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,24,27,24-27 h,2026-09-07 00:00:00,2026-09-07 03:00:00,20260907,0.0000,0.3039,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,27,30,27-30 h,2026-09-07 03:00:00,2026-09-07 06:00:00,20260907,0.5625,0.3039,0.1709,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,30,33,30-33 h,2026-09-07 06:00:00,2026-09-07 09:00:00,20260907,0.0938,0.3039,0.0285,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,33,36,33-36 h,2026-09-07 09:00:00,2026-09-07 12:00:00,20260907,3.2812,0.3039,0.9970,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,36,39,36-39 h,2026-09-07 12:00:00,2026-09-07 15:00:00,20260907,0.0000,0.3039,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,39,42,39-42 h,2026-09-07 15:00:00,2026-09-07 18:00:00,20260907,0.9062,0.3039,0.2754,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,42,45,42-45 h,2026-09-07 18:00:00,2026-09-07 21:00:00,20260907,0.0000,0.3039,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttarakhand||Champawat,Champawat,,,,Uttarakhand,Champawat,20260906,00,2026-09-06 00:00:00,45,48,45-48 h,2026-09-07 21:00:00,2026-09-08 00:00:00,20260908,0.0000,0.3039,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,0,3,0-3 h,2026-09-06 00:00:00,2026-09-06 03:00:00,20260906,0.2969,0.4854,0.1441,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,3,6,3-6 h,2026-09-06 03:00:00,2026-09-06 06:00:00,20260906,2.5156,0.4854,1.2210,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,6,9,6-9 h,2026-09-06 06:00:00,2026-09-06 09:00:00,20260906,1.5156,0.4854,0.7356,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,9,12,9-12 h,2026-09-06 09:00:00,2026-09-06 12:00:00,20260906,3.4844,0.4854,1.6912,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,12,15,12-15 h,2026-09-06 12:00:00,2026-09-06 15:00:00,20260906,0.0000,0.4854,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,15,18,15-18 h,2026-09-06 15:00:00,2026-09-06 18:00:00,20260906,0.1875,0.4854,0.0910,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,18,21,18-21 h,2026-09-06 18:00:00,2026-09-06 21:00:00,20260906,0.2969,0.4854,0.1441,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,21,24,21-24 h,2026-09-06 21:00:00,2026-09-07 00:00:00,20260907,0.3906,0.4854,0.1896,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,24,27,24-27 h,2026-09-07 00:00:00,2026-09-07 03:00:00,20260907,0.0000,0.4854,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,27,30,27-30 h,2026-09-07 03:00:00,2026-09-07 06:00:00,20260907,2.0156,0.4854,0.9783,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,30,33,30-33 h,2026-09-07 06:00:00,2026-09-07 09:00:00,20260907,1.5156,0.4854,0.7356,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,33,36,33-36 h,2026-09-07 09:00:00,2026-09-07 12:00:00,20260907,2.1250,0.4854,1.0314,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,36,39,36-39 h,2026-09-07 12:00:00,2026-09-07 15:00:00,20260907,0.0000,0.4854,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,39,42,39-42 h,2026-09-07 15:00:00,2026-09-07 18:00:00,20260907,0.0312,0.4854,0.0152,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,42,45,42-45 h,2026-09-07 18:00:00,2026-09-07 21:00:00,20260907,0.0156,0.4854,0.0076,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Mizoram||Champhai,Champhai,,,,Mizoram,Champhai,20260906,00,2026-09-06 00:00:00,45,48,45-48 h,2026-09-07 21:00:00,2026-09-08 00:00:00,20260908,0.0312,0.4854,0.0152,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,0,3,0-3 h,2026-09-06 00:00:00,2026-09-06 03:00:00,20260906,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,3,6,3-6 h,2026-09-06 03:00:00,2026-09-06 06:00:00,20260906,0.0312,0.5676,0.0177,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,6,9,6-9 h,2026-09-06 06:00:00,2026-09-06 09:00:00,20260906,1.4531,0.5676,0.8248,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,9,12,9-12 h,2026-09-06 09:00:00,2026-09-06 12:00:00,20260906,2.6250,0.5676,1.4900,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,12,15,12-15 h,2026-09-06 12:00:00,2026-09-06 15:00:00,20260906,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,15,18,15-18 h,2026-09-06 15:00:00,2026-09-06 18:00:00,20260906,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,18,21,18-21 h,2026-09-06 18:00:00,2026-09-06 21:00:00,20260906,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,21,24,21-24 h,2026-09-06 21:00:00,2026-09-07 00:00:00,20260907,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,24,27,24-27 h,2026-09-07 00:00:00,2026-09-07 03:00:00,20260907,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,27,30,27-30 h,2026-09-07 03:00:00,2026-09-07 06:00:00,20260907,1.2031,0.5676,0.6829,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,30,33,30-33 h,2026-09-07 06:00:00,2026-09-07 09:00:00,20260907,0.4844,0.5676,0.2749,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,33,36,33-36 h,2026-09-07 09:00:00,2026-09-07 12:00:00,20260907,0.9844,0.5676,0.5587,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,36,39,36-39 h,2026-09-07 12:00:00,2026-09-07 15:00:00,20260907,0.2344,0.5676,0.1330,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,39,42,39-42 h,2026-09-07 15:00:00,2026-09-07 18:00:00,20260907,0.0781,0.5676,0.0443,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,42,45,42-45 h,2026-09-07 18:00:00,2026-09-07 21:00:00,20260907,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Uttar Pradesh||Chandauli,Chandauli,,,,Uttar Pradesh,Chandauli,20260906,00,2026-09-06 00:00:00,45,48,45-48 h,2026-09-07 21:00:00,2026-09-08 00:00:00,20260908,0.0000,0.5676,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,0,3,0-3 h,2026-09-06 00:00:00,2026-09-06 03:00:00,20260906,0.0938,0.4751,0.0445,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,3,6,3-6 h,2026-09-06 03:00:00,2026-09-06 06:00:00,20260906,3.4375,0.4751,1.6330,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,6,9,6-9 h,2026-09-06 06:00:00,2026-09-06 09:00:00,20260906,0.0938,0.4751,0.0445,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,9,12,9-12 h,2026-09-06 09:00:00,2026-09-06 12:00:00,20260906,3.5625,0.4751,1.6924,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,12,15,12-15 h,2026-09-06 12:00:00,2026-09-06 15:00:00,20260906,0.0000,0.4751,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,15,18,15-18 h,2026-09-06 15:00:00,2026-09-06 18:00:00,20260906,0.0000,0.4751,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,18,21,18-21 h,2026-09-06 18:00:00,2026-09-06 21:00:00,20260906,0.0000,0.4751,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,21,24,21-24 h,2026-09-06 21:00:00,2026-09-07 00:00:00,20260907,0.0000,0.4751,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,24,27,24-27 h,2026-09-07 00:00:00,2026-09-07 03:00:00,20260907,1.2188,0.4751,0.5790,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,27,30,27-30 h,2026-09-07 03:00:00,2026-09-07 06:00:00,20260907,3.5000,0.4751,1.6627,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,30,33,30-33 h,2026-09-07 06:00:00,2026-09-07 09:00:00,20260907,0.0000,0.4751,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,33,36,33-36 h,2026-09-07 09:00:00,2026-09-07 12:00:00,20260907,3.2500,0.4751,1.5440,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,36,39,36-39 h,2026-09-07 12:00:00,2026-09-07 15:00:00,20260907,0.0000,0.4751,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,39,42,39-42 h,2026-09-07 15:00:00,2026-09-07 18:00:00,20260907,0.3125,0.4751,0.1485,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,42,45,42-45 h,2026-09-07 18:00:00,2026-09-07 21:00:00,20260907,0.0000,0.4751,0.0000,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
district,Manipur||Chandel,Chandel,,,,Manipur,Chandel,20260906,00,2026-09-06 00:00:00,45,48,45-48 h,2026-09-07 21:00:00,2026-09-08 00:00:00,20260908,0.6562,0.4751,0.3118,0.0000,,SUBDAILY_IMD_UNAVAILABLE,,,,2026-09-06 05:55:26
