state,district,from_hour,to_hour,interval_label,rain_gfs_mm,bias_factor,rain_gfs_bc_mm,rain_icon_mm,alert_gfs_bc,alert_icon,date,cycle_utc
Arunachal Pradesh,Papum Pare,0,3,0-3 h,1.0499999523162842,0.7594230729674291,0.7973941904036865,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Tawang,0,3,0-3 h,0.36250001192092896,1.32225498738763,0.4793174486905236,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Tirap,0,3,0-3 h,3.21875,0.40697284179201965,1.3099438345180632,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Upper Dibang Valley,0,3,0-3 h,1.1136363744735718,0.7494897049996122,0.834658997781035,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Upper Siang,0,3,0-3 h,2.118055582046509,0.5131655703113528,1.086913200712041,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Upper Subansiri,0,3,0-3 h,2.09375,0.33670396297231725,0.7049739224732893,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,West Kameng,0,3,0-3 h,2.954545497894287,0.3,0.8863636493682862,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,West Siang,0,3,0-3 h,2.034090995788574,0.47475405669180176,0.9656929519308922,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Barpeta,0,3,0-3 h,2.0,0.48454683665841336,0.9690936733168267,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Bongaigaon,0,3,0-3 h,3.015625,0.3190110453823879,0.9620176837312635,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Cachar,0,3,0-3 h,2.3125,0.7321302566515874,1.6930512185067959,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Darrang,0,3,0-3 h,4.474999904632568,0.3,1.3424999713897705,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Dhemaji,0,3,0-3 h,4.96875,0.3,1.4906249999999999,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Dhuburi,0,3,0-3 h,2.34375,0.39761725154430955,0.9319154333069755,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Dibrugarh,0,3,0-3 h,4.78125,0.3,1.434375,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Goalpara,0,3,0-3 h,0.9583333134651184,0.8234490175383581,0.7891386254471311,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Golaghat,0,3,0-3 h,4.362500190734863,0.47501576083289115,2.072256347235554,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Hailakandi,0,3,0-3 h,0.3125,1.7422592572893385,0.5444560179029183,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Jorhat,0,3,0-3 h,5.291666507720947,0.3,1.587499952316284,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Kamrup,0,3,0-3 h,1.3229166269302368,0.5584189873880584,0.7387417632092087,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Karbi Anglong,0,3,0-3 h,2.527777671813965,0.5872675136315335,1.4844817083394937,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Karimganj,0,3,0-3 h,0.5,1.2006844650050188,0.6003422325025094,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Kokrajhar,0,3,0-3 h,5.03125,0.3067141247809705,1.5431554403042578,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Lakhimpur,0,3,0-3 h,4.28125,0.47573023825312893,2.0367200825212084,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Marigaon,0,3,0-3 h,3.15625,0.3,0.9468749999999999,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Nagaon,0,3,0-3 h,5.28125,0.3,1.5843749999999999,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Nalbari,0,3,0-3 h,0.9166666865348816,0.5904516768113033,0.5412473821415822,0.0,NO ALERT,NO ALERT,20260716,18
Assam,North Cachar Hills,0,3,0-3 h,1.0625,1.938634898785588,2.0597995799596873,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Sibsagar,0,3,0-3 h,5.729166507720947,0.3089373991089349,1.7699537999573292,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Sonitpur,0,3,0-3 h,6.962500095367432,0.3,2.0887500286102294,0.0,NO ALERT,NO ALERT,20260716,18
Assam,Tinsukia,0,3,0-3 h,6.5,0.3,1.95,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Araria,0,3,0-3 h,0.421875,0.4450802446729257,0.18776822822139053,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Aurangabad,0,3,0-3 h,0.0,2.5413258501198843,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Banka,0,3,0-3 h,0.171875,0.517970852239006,0.08902624022857915,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Begusarai,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Bhabua,0,3,0-3 h,0.0,1.0320469917133606,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Bhagalpur,0,3,0-3 h,0.0,0.3390902487367632,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Bhojpur,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Buxar,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Darbhanga,0,3,0-3 h,0.0625,3.0,0.1875,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Gaya,0,3,0-3 h,0.0062500000931322575,3.0,0.018750000279396772,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Gopalganj,0,3,0-3 h,0.0,0.561346044093263,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Jamui,0,3,0-3 h,0.25,0.7527415066066351,0.18818537665165877,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Jehanabad,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Katihar,0,3,0-3 h,0.21250000596046448,0.3,0.06375000178813935,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Khagaria,0,3,0-3 h,0.0,2.434887809220223,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Kishanganj,0,3,0-3 h,0.6875,0.4648615163340706,0.3195922924796735,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Lakhisarai,0,3,0-3 h,0.1458333283662796,1.7256225613511138,0.25165328162577744,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Madhepura,0,3,0-3 h,0.125,0.9799774687386192,0.1224971835923274,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Madhubani,0,3,0-3 h,0.5874999761581421,1.9891892530808517,1.168648638759033,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Munger,0,3,0-3 h,0.0625,2.4279049447464613,0.15174405904665383,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Muzaffarpur,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Nalanda,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Nawada,0,3,0-3 h,0.03125,3.0,0.09375,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Pashchim Champaran,0,3,0-3 h,0.2734375,0.5652748860702737,0.15456735165984045,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Patna,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Purba Champaran,0,3,0-3 h,0.16249999403953552,0.5356933080215572,0.08705015936052211,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Purnia,0,3,0-3 h,0.0416666679084301,0.30207740049644116,0.012586558729127052,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Rohtas,0,3,0-3 h,0.0,2.094986660893765,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Saharsa,0,3,0-3 h,0.125,1.9922399231410979,0.24902999039263723,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Samastipur,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Saran,0,3,0-3 h,0.0,1.9347577076400002,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Sheikhpura,0,3,0-3 h,0.03125,3.0,0.09375,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Sheohar,0,3,0-3 h,0.0,2.635760830013253,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Tikamgarh,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Ujjain,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Umaria,0,3,0-3 h,0.1354166716337204,0.8586810773703623,0.1162797334923516,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Vidisha,0,3,0-3 h,0.0,2.6335789047048577,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,West Nimar,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Ahmednagar,0,3,0-3 h,0.014880952425301075,3.0,0.044642857275903225,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Akola,0,3,0-3 h,0.2421875,3.0,0.7265625,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Amravati,0,3,0-3 h,0.26953125,1.8935203450802451,0.5103629055099098,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Aurangabad,0,3,0-3 h,0.0,2.991302698073278,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Bhandara,0,3,0-3 h,2.0104167461395264,0.32846726033997276,0.6603560807460527,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Bid,0,3,0-3 h,0.3333333432674408,0.6566840775176487,0.21889469902945308,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Buldana,0,3,0-3 h,1.610576868057251,1.5213660056003564,2.4502768964685924,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Chandrapur,0,3,0-3 h,0.2589285671710968,1.4086953084226157,0.36475145779051416,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Dhule,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Garhchiroli,0,3,0-3 h,0.612500011920929,1.030754728393186,0.6313372834283802,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Gondiya,0,3,0-3 h,1.46875,0.3470185909815112,0.5096835555040946,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Greater Bombay,0,3,0-3 h,0.375,2.0657086990449347,0.7746407621418505,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Hingoli,0,3,0-3 h,1.3958333730697632,0.8013513226190503,1.118552919665265,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Jalgaon,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Jalna,0,3,0-3 h,0.14374999701976776,2.6075348408891705,0.37483312560675885,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Kolhapur,0,3,0-3 h,0.1319444477558136,3.0,0.3958333432674408,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Latur,0,3,0-3 h,0.8055555820465088,1.0787279665172156,0.8689753349376225,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Nagpur,0,3,0-3 h,0.5166666507720947,0.7334187217654881,0.3789329945881255,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Nanded,0,3,0-3 h,1.0708333253860474,0.8251975196723639,0.8836490040910756,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Nandurbar,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Nashik,0,3,0-3 h,0.016304347664117813,3.0,0.04891304299235344,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Osmanabad,0,3,0-3 h,0.9375,1.697036736559289,1.5909719405243334,0.0,NO ALERT,NO ALERT,20260716,18
Maharashtra,Parbhani,0,3,0-3 h,3.112499952316284,0.5305493092380162,1.651334699704763,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Balaghat,0,3,0-3 h,0.7355769276618958,0.7872118207583515,0.5790548525325552,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Barwani,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Betul,0,3,0-3 h,0.0,2.3215988776348264,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Bhind,0,3,0-3 h,0.0446428582072258,3.0,0.1339285746216774,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Bhopal,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Burhanpur,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Chhatarpur,0,3,0-3 h,0.004807692486792803,3.0,0.014423077460378408,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Chhindwara,0,3,0-3 h,0.17916665971279144,0.42042963894719226,0.07532697405442336,0.0,NO ALERT,NO ALERT,20260716,18
Madhya Pradesh,Damoh,0,3,0-3 h,0.03750000149011612,1.3620784497267933,0.051077943894409804,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Karauli,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Kota,0,3,0-3 h,0.0062500000931322575,1.0,0.0062500000931322575,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Nagaur,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Pali,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Rajsamand,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Sawai Madhopur,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Sikar,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Rajasthan,Sirohi,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Madurai,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Nagapattinam,0,3,0-3 h,0.0,2.8435037637077984,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Namakkal,0,3,0-3 h,0.09375,3.0,0.28125,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Nilgiris,0,3,0-3 h,0.03125,3.0,0.09375,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Perambalur,0,3,0-3 h,0.0,2.3312342916535402,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Pudukkottai,0,3,0-3 h,0.008928571827709675,3.0,0.026785715483129025,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Ramanathapuram,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Tamil Nadu,Salem,0,3,0-3 h,0.008928571827709675,2.957679931288748,0.026407857709887003,0.0,NO ALERT,NO ALERT,20260716,18
Andaman and Nicobar,Andaman Islands,0,3,0-3 h,0.2291666716337204,1.0,0.2291666716337204,0.0,NO ALERT,NO ALERT,20260716,18
Andaman and Nicobar,Nicobar Islands,0,3,0-3 h,0.34375,1.0,0.34375,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Adilabad,0,3,0-3 h,0.2961956560611725,2.238846405825901,0.6631365799938007,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Anantapur,0,3,0-3 h,0.14351852238178253,0.4704640483325793,0.0675203050504433,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Chittoor,0,3,0-3 h,0.4111842215061188,2.2857096556241303,0.9398477453368269,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Cuddapah,0,3,0-3 h,0.758152186870575,0.6116558322364232,0.46372820682218574,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,East Godavari,0,3,0-3 h,0.17279411852359772,0.3,0.05183823555707932,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Guntur,0,3,0-3 h,0.38749998807907104,3.0,1.1624999642372131,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Hyderabad,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Karimnagar,0,3,0-3 h,0.4513888955116272,2.8986713743881096,1.3084280701362192,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Khammam,0,3,0-3 h,0.6973684430122375,0.595459266974316,0.415254501887087,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Krishna,0,3,0-3 h,0.3697916567325592,1.9067195035915585,0.7050889641574053,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Kurnool,0,3,0-3 h,1.0706521272659302,0.6030634602675065,0.6456711766117585,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Mahbubnagar,0,3,0-3 h,1.3495370149612427,0.9745959521097026,1.3152533120034382,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Medak,0,3,0-3 h,0.38942307233810425,1.2428275787868384,0.4839857341176979,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Nalgonda,0,3,0-3 h,0.2048611044883728,2.585642396828205,0.5296975572261896,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Nellore,0,3,0-3 h,0.17279411852359772,3.0,0.5183823555707932,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Nizamabad,0,3,0-3 h,0.5681818127632141,1.2602426440489713,0.7160469500172505,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Prakasam,0,3,0-3 h,0.3541666567325592,2.7255037764186723,0.9652825604061657,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Rangareddi,0,3,0-3 h,1.2708333730697632,0.8967558388727236,1.1396272475346283,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Srikakulam,0,3,0-3 h,0.03750000149011612,2.160989246369244,0.08103709995897156,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Vishakhapatnam,0,3,0-3 h,0.0,1.6584917659793388,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Vizianagaram,0,3,0-3 h,0.02083333395421505,3.0,0.06250000186264515,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,Warangal,0,3,0-3 h,0.0243055559694767,1.3616110262518877,0.03309471300722187,0.0,NO ALERT,NO ALERT,20260716,18
Andhra Pradesh,West Godavari,0,3,0-3 h,0.793749988079071,0.3,0.2381249964237213,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Changlang,0,3,0-3 h,2.0,0.3,0.6,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,East Kameng,0,3,0-3 h,1.7625000476837158,0.519374446957374,0.9153974875280753,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,East Siang,0,3,0-3 h,3.017857074737549,0.3,0.9053571224212646,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Kurung Kumey,0,3,0-3 h,3.3375000953674316,0.3,1.0012500286102295,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Lohit,0,3,0-3 h,2.245833396911621,0.3,0.6737500190734863,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Lower Dibang Valley,0,3,0-3 h,2.0390625,0.3,0.61171875,0.0,NO ALERT,NO ALERT,20260716,18
Arunachal Pradesh,Lower Subansiri,0,3,0-3 h,1.0625,0.30437581003450315,0.3233992981616596,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Sitamarhi,0,3,0-3 h,0.1458333283662796,1.709931463043983,0.24936499653392608,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Siwan,0,3,0-3 h,0.0,0.848834155738049,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Supaul,0,3,0-3 h,0.7708333134651184,0.997623775604661,0.7690016405409226,0.0,NO ALERT,NO ALERT,20260716,18
Bihar,Vaishali,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Chandigarh,Chandigarh,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Bastar,0,3,0-3 h,1.4460227489471436,0.5342010699497054,0.7724668996591784,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Bilaspur,0,3,0-3 h,0.5,0.6395316544461527,0.31976582722307634,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Dantewada,0,3,0-3 h,0.02445652149617672,0.9809957840789725,0.023991744480986125,0.0,NO ALERT,NO ALERT,20260716,18
